trip_id,rider_id,driver_id,vehicle_type,trip_fare,day_type,rating,wait_time,trip_duration
100489,1412,5074,Economy,62.73,Weekday,Not given,15,46
100490,1155,5050,Economy,34.85,Weekend,1,14,54
100491,1405,5085,Premium,41.14,Weekend,Not given,12,20
100492,1344,5066,Economy,43.85,Weekend,4,9,30
100493,1244,5072,Economy,15.35,Weekend,4,7,46
100494,1116,5032,Premium,44.75,Weekday,4,8,24
100495,1341,5042,Economy,47.52,Weekend,5,14,67
100496,1274,5094,Premium,17.84,Weekday,4,18,42
100497,1316,5088,SUV,43.51,Weekday,5,9,54
100498,1121,5019,Premium,45.48,Weekday,4,6,27
100499,1193,5015,Premium,52.02,Weekend,5,6,54
100500,1378,5007,Economy,40.56,Weekday,4,21,25
100501,1045,5008,Premium,22.19,Weekend,5,17,53
100502,1133,5083,Economy,50.39,Weekday,4,4,18
100503,1052,5013,Economy,52.59,Weekend,5,11,14
100504,1306,5049,Premium,21.19,Weekday,3,13,37
100505,1331,5043,Economy,29.66,Weekday,Not given,20,42
100506,1467,5002,Economy,31.4,Weekday,5,8,20
100507,1422,5064,Economy,16.41,Weekday,4,9,41
100508,1310,5095,Economy,16.37,Weekend,5,19,41
100509,1222,5095,SUV,60.0,Weekend,5,14,40
100510,1330,5046,Shared,21.73,Weekend,4,12,51
100511,1134,5050,Economy,22.69,Weekend,5,23,44
100512,1166,5041,Premium,29.0,Weekday,4,18,25
100513,1240,5031,Economy,27.23,Weekday,3,5,53
100514,1441,5004,Economy,36.58,Weekend,Not given,3,54
100515,1164,5018,Premium,29.72,Weekday,5,5,51
100516,1144,5009,Economy,61.55,Weekday,Not given,18,36
100517,1297,5094,Economy,34.17,Weekday,4,3,42
100518,1427,5013,SUV,38.78,Weekend,Not given,17,25
100519,1328,5036,Shared,44.96,Weekday,Not given,5,51
100520,1038,5097,Premium,51.46,Weekday,5,22,15
100521,1303,5048,SUV,61.95,Weekday,Not given,3,20
100522,1200,5033,Shared,54.07,Weekday,3,18,63
100523,1220,5037,Economy,38.62,Weekday,2,3,39
100524,1482,5026,Economy,34.59,Weekend,5,23,19
100525,1378,5061,Shared,22.46,Weekday,3,15,25
100526,1293,5093,Economy,14.22,Weekend,5,11,43
100527,1044,5084,Economy,48.38,Weekday,5,7,60
100528,1412,5075,Economy,27.03,Weekday,Not given,10,29
100529,1067,5092,Economy,28.18,Weekday,4,18,58
100530,1442,5059,Premium,58.35,Weekday,5,16,21
100531,1260,5099,Economy,41.91,Weekday,4,6,23
100532,1440,5022,Shared,53.9,Weekend,Not given,3,37
100533,1071,5025,Economy,50.69,Weekend,5,24,61
100534,1042,5035,Economy,53.47,Weekday,5,23,42
100535,1452,5058,Economy,13.14,Weekend,2,24,72
100536,1201,5032,Economy,52.89,Weekend,5,13,43
100537,1345,5081,Shared,37.45,Weekday,5,9,14
100538,1196,5095,Shared,27.36,Weekend,5,20,63
100539,1076,5060,Economy,64.34,Weekday,5,11,69
100540,1070,5012,Premium,16.52,Weekday,5,8,25
100541,1493,5036,Premium,21.64,Weekday,5,6,20
100542,1093,5092,Economy,50.68,Weekend,5,23,16
100543,1277,5043,Premium,30.8,Weekday,5,10,15
100544,1362,5080,Economy,16.38,Weekday,4,24,35
100545,1400,5005,Premium,24.84,Weekday,4,12,40
100546,1314,5032,Premium,23.33,Weekday,Not given,14,31
100547,1394,5034,SUV,47.54,Weekday,3,11,39
100548,1070,5087,Premium,52.24,Weekday,5,9,10
100549,1098,5097,Shared,52.42,Weekend,5,11,71
100550,1092,5004,Economy,52.72,Weekday,Not given,24,15
100551,1180,5023,Economy,28.85,Weekday,4,21,12
100552,1311,5002,SUV,22.75,Weekend,3,12,62
100553,1302,5088,Shared,27.81,Weekday,Not given,8,35
100554,1126,5017,SUV,16.03,Weekday,Not given,8,66
100555,1295,5096,Economy,52.85,Weekday,5,15,27
100556,1384,5047,Shared,52.37,Weekday,5,8,66
100557,1016,5044,Economy,55.0,Weekday,4,23,15
100558,1171,5067,Economy,29.43,Weekday,4,13,61
100559,1245,5046,Premium,14.66,Weekday,1,15,55
100560,1190,5078,Shared,26.37,Weekday,4,6,56
100561,1393,5052,Economy,36.68,Weekday,Not given,24,52
100562,1388,5097,Economy,31.28,Weekday,Not given,14,71
100563,1089,5040,Economy,18.45,Weekday,5,22,57
100564,1457,5069,Economy,25.53,Weekend,Not given,18,29
100565,1368,5097,Premium,21.38,Weekend,4,16,45
100566,1170,5052,Premium,28.91,Weekday,4,10,23
100567,1153,5005,Economy,14.59,Weekday,5,19,15
100568,1122,5083,Premium,30.41,Weekday,5,24,40
100569,1116,5060,Economy,35.29,Weekday,4,11,27
100570,1350,5055,Economy,50.56,Weekday,1,7,69
100571,1029,5080,Economy,44.48,Weekday,5,8,29
100572,1096,5058,Economy,62.92,Weekday,4,18,55
100573,1428,5042,Economy,21.73,Weekday,3,4,60
100574,1433,5041,Premium,9.65,Weekend,5,23,10
100575,1326,5031,Economy,34.14,Weekend,4,16,56
100576,1427,5048,Economy,58.76,Weekday,5,23,34
100577,1067,5003,Economy,16.24,Weekday,4,7,12
100578,1126,5075,Economy,19.26,Weekend,5,7,43
100579,1083,5001,Economy,22.28,Weekday,3,7,44
100580,1383,5047,Economy,50.91,Weekday,4,16,28
100581,1451,5070,Premium,18.3,Weekend,5,7,12
100582,1089,5044,Economy,57.1,Weekday,1,17,40
100583,1079,5076,Premium,57.22,Weekday,5,11,55
100584,1143,5025,Premium,34.16,Weekend,5,14,74
100585,1182,5017,Economy,62.29,Weekday,4,23,24
100586,1303,5072,SUV,14.97,Weekday,4,5,63
100587,1015,5027,Economy,12.19,Weekday,4,18,39
100588,1284,5018,Economy,37.39,Weekend,5,8,54
100589,1325,5013,Economy,48.31,Weekday,5,24,66
100590,1278,5025,SUV,46.68,Weekday,5,10,32
100591,1167,5045,Economy,19.5,Weekend,2,5,33
100592,1427,5027,Economy,14.01,Weekend,5,22,40
100593,1415,5090,Shared,25.88,Weekday,5,23,35
100594,1373,5071,Shared,18.81,Weekend,4,20,50
100595,1473,5033,Economy,49.11,Weekday,3,14,68
100596,1208,5003,Economy,47.13,Weekday,5,19,36
100597,1313,5047,Economy,56.67,Weekday,5,8,64
100598,1322,5075,Economy,11.39,Weekday,1,11,66
100599,1222,5017,Economy,35.66,Weekday,4,22,10
100600,1367,5053,Economy,42.39,Weekday,1,10,13
100601,1166,5088,Economy,63.12,Weekend,Not given,14,27
100602,1088,5040,Economy,50.63,Weekend,4,4,60
100603,1451,5097,Economy,58.63,Weekday,3,7,16
100604,1401,5029,SUV,54.41,Weekday,5,5,58
100605,1445,5081,Economy,50.16,Weekday,5,14,24
100606,1370,5061,Economy,49.7,Weekday,5,3,39
100607,1154,5086,Premium,49.38,Weekend,5,17,42
100608,1356,5089,Economy,57.14,Weekday,4,3,34
100609,1378,5012,Economy,26.43,Weekday,5,12,31
100610,1287,5002,Economy,41.93,Weekday,4,22,31
100611,1298,5076,SUV,15.46,Weekend,4,7,32
100612,1201,5093,Premium,40.71,Weekend,4,12,71
100613,1302,5010,Economy,45.11,Weekend,4,24,27
100614,1283,5011,Shared,43.96,Weekend,5,16,58
100615,1216,5048,Economy,7.68,Weekday,5,15,58
100616,1066,5036,Premium,57.05,Weekday,Not given,22,48
100617,1317,5069,Economy,36.88,Weekday,3,3,73
100618,1346,5032,SUV,14.01,Weekend,5,6,24
100619,1252,5022,Premium,11.76,Weekday,5,20,11
100620,1071,5074,Economy,51.58,Weekday,5,3,50
100621,1162,5073,Economy,11.84,Weekday,5,8,24
100622,1316,5029,Premium,56.72,Weekday,4,20,61
100623,1157,5008,SUV,39.91,Weekday,Not given,7,20
100624,1145,5019,Premium,45.27,Weekday,Not given,9,48
100625,1050,5078,Economy,27.75,Weekday,4,8,10
100626,1352,5090,Economy,28.19,Weekday,Not given,4,10
100627,1170,5053,Economy,11.47,Weekday,Not given,12,33
100628,1379,5050,Economy,24.01,Weekend,2,10,37
100629,1012,5021,Economy,40.7,Weekday,5,20,48
100630,1343,5040,Premium,44.43,Weekday,Not given,14,69
100631,1144,5011,Shared,45.76,Weekend,Not given,24,43
100632,1352,5063,Economy,35.86,Weekday,4,9,18
100633,1092,5042,SUV,18.82,Weekday,5,3,41
100634,1020,5069,Shared,61.37,Weekday,Not given,21,26
100635,1454,5035,Economy,53.11,Weekday,4,6,31
100636,1386,5024,Premium,28.87,Weekend,5,24,70
100637,1206,5011,Economy,48.64,Weekend,Not given,17,24
100638,1448,5099,Premium,14.16,Weekday,5,19,16
100639,1113,5017,Economy,11.0,Weekday,4,15,34
100640,1216,5002,Shared,20.62,Weekend,5,23,34
100641,1285,5097,Economy,57.29,Weekend,2,14,71
100642,1071,5042,Economy,50.87,Weekend,Not given,22,39
100643,1134,5021,Economy,20.33,Weekday,5,5,21
100644,1260,5013,Premium,44.23,Weekday,2,16,71
100645,1106,5071,Economy,38.58,Weekend,5,6,62
100646,1397,5013,Economy,53.55,Weekend,Not given,14,60
100647,1256,5098,Premium,11.51,Weekend,5,22,30
100648,1447,5034,Economy,12.17,Weekday,4,5,62
100649,1027,5035,Economy,45.89,Weekday,1,8,52
100650,1225,5098,Shared,18.92,Weekday,4,7,48
100651,1318,5011,SUV,38.61,Weekday,4,5,60
100652,1216,5028,Economy,12.79,Weekday,2,17,45
100653,1459,5052,Economy,11.96,Weekday,5,19,12
100654,1484,5087,Premium,59.93,Weekday,4,6,51
100655,1361,5083,Economy,61.0,Weekday,Not given,8,66
100656,1496,5062,SUV,22.56,Weekday,5,4,72
100657,1482,5083,Shared,50.85,Weekday,3,13,19
100658,1449,5042,Premium,61.36,Weekday,5,18,16
100659,1381,5074,Economy,27.27,Weekend,4,5,24
100660,1096,5083,Premium,47.28,Weekday,5,10,73
100661,1388,5011,Economy,26.88,Weekday,3,14,54
100662,1345,5090,Economy,29.89,Weekday,Not given,3,68
100663,1316,5094,Economy,15.6,Weekend,5,8,38
100664,1375,5036,Economy,47.83,Weekend,4,18,37
100665,1423,5002,Economy,44.58,Weekday,Not given,24,48
100666,1286,5031,Economy,10.27,Weekday,5,12,20
100667,1160,5098,Premium,19.79,Weekday,Not given,18,48
100668,1089,5070,Economy,10.14,Weekday,4,13,26
100669,1058,5077,Premium,30.23,Weekday,Not given,13,15
100670,1394,5051,Premium,60.81,Weekday,Not given,3,64
100671,1319,5056,Economy,20.14,Weekday,5,15,41
100672,1160,5063,Economy,55.72,Weekday,1,8,33
100673,1398,5089,Premium,46.98,Weekend,5,11,15
100674,1036,5081,Shared,23.87,Weekday,4,16,43
100675,1250,5002,Economy,18.58,Weekday,5,21,42
100676,1237,5005,Economy,47.54,Weekday,1,23,63
100677,1432,5029,Premium,21.99,Weekday,5,11,10
100678,1387,5040,Shared,10.64,Weekday,5,10,72
100679,1402,5092,Premium,38.52,Weekday,5,19,58
100680,1179,5062,SUV,14.54,Weekday,4,23,19
100681,1279,5016,Economy,38.11,Weekday,3,10,42
100682,1031,5089,Shared,38.24,Weekday,5,5,13
100683,1421,5027,Economy,52.38,Weekday,5,20,30
100684,1407,5093,Economy,39.98,Weekday,4,4,31
100685,1098,5059,SUV,32.11,Weekend,5,16,67
100686,1308,5097,Premium,60.94,Weekday,4,22,32
100687,1105,5005,Premium,46.78,Weekday,5,18,34
100688,1039,5005,Economy,25.4,Weekday,4,21,69
100689,1285,5071,SUV,20.39,Weekday,2,19,56
100690,1261,5086,Economy,40.95,Weekday,5,4,16
100691,1365,5024,SUV,23.84,Weekday,3,13,31
100692,1486,5039,Premium,13.97,Weekday,Not given,6,54
100693,1001,5006,Economy,25.11,Weekend,5,11,72
100694,1397,5070,Premium,45.66,Weekday,4,24,68
100695,1253,5024,Economy,21.56,Weekend,Not given,8,32
100696,1475,5037,Economy,39.73,Weekday,1,22,38
100697,1387,5023,Shared,23.16,Weekday,4,11,17
100698,1264,5018,Premium,32.49,Weekday,Not given,21,74
100699,1102,5006,Economy,16.11,Weekday,Not given,11,49
100700,1429,5065,Economy,17.17,Weekend,5,18,40
100701,1439,5068,Economy,15.64,Weekday,5,22,63
100702,1434,5034,Shared,54.57,Weekday,Not given,11,34
100703,1333,5008,Premium,48.88,Weekday,5,8,74
100704,1227,5001,Shared,24.43,Weekend,3,19,65
100705,1260,5038,Premium,34.38,Weekday,Not given,9,72
100706,1161,5050,Shared,50.75,Weekday,4,23,73
100707,1476,5067,Economy,63.34,Weekday,1,5,46
100708,1428,5072,Economy,33.22,Weekday,Not given,20,57
100709,1264,5033,Premium,20.76,Weekday,5,7,29
100710,1427,5066,SUV,7.82,Weekday,5,22,12
100711,1067,5019,Economy,41.48,Weekday,5,10,69
100712,1266,5033,Premium,55.24,Weekday,4,10,73
100713,1262,5058,Economy,53.02,Weekday,5,22,46
100714,1283,5050,Premium,30.58,Weekday,5,15,57
100715,1067,5070,Economy,38.54,Weekday,Not given,5,58
100716,1151,5083,Shared,33.36,Weekend,4,18,41
100717,1176,5092,SUV,45.49,Weekday,Not given,24,71
100718,1156,5092,Economy,41.51,Weekday,3,11,63
100719,1303,5020,Economy,7.28,Weekend,3,24,14
100720,1271,5074,Economy,28.24,Weekday,5,5,52
100721,1309,5006,Shared,20.56,Weekday,4,3,47
100722,1459,5016,Economy,48.43,Weekday,4,22,69
100723,1055,5073,SUV,23.83,Weekday,5,17,23
100724,1132,5003,Economy,17.68,Weekday,3,10,46
100725,1351,5015,SUV,10.97,Weekend,1,15,69
100726,1165,5010,Economy,63.25,Weekday,3,22,26
100727,1064,5071,Economy,16.17,Weekday,5,16,42
100728,1042,5048,Economy,54.81,Weekday,5,11,53
100729,1403,5029,Premium,50.53,Weekday,5,24,40
100730,1294,5022,Economy,11.62,Weekday,5,13,58
100731,1174,5063,SUV,18.11,Weekend,5,22,44
100732,1467,5009,Premium,51.69,Weekend,2,24,67
100733,1048,5095,Premium,15.32,Weekday,3,12,25
100734,1121,5025,Shared,8.6,Weekday,4,8,68
100735,1451,5081,SUV,12.81,Weekend,5,23,28
100736,1354,5021,Premium,12.93,Weekend,3,13,52
100737,1277,5061,Premium,8.68,Weekday,Not given,10,52
100738,1266,5044,Economy,29.32,Weekday,5,13,17
100739,1384,5054,Economy,61.82,Weekday,Not given,18,62
100740,1216,5069,Economy,16.68,Weekday,Not given,5,32
100741,1425,5012,Economy,43.4,Weekday,5,4,48
100742,1014,5048,Premium,31.66,Weekday,Not given,24,43
100743,1487,5015,Economy,36.03,Weekend,5,18,55
100744,1096,5022,Economy,47.69,Weekday,4,23,25
100745,1273,5060,Shared,38.22,Weekday,4,10,47
100746,1039,5073,Economy,38.14,Weekend,5,22,74
100747,1344,5067,Economy,54.39,Weekend,Not given,9,58
100748,1125,5084,Economy,51.62,Weekday,4,6,22
100749,1329,5096,Economy,54.97,Weekend,Not given,17,41
100750,1317,5058,Economy,56.87,Weekend,1,24,55
100751,1207,5022,SUV,57.78,Weekday,Not given,9,37
100752,1118,5037,SUV,37.13,Weekend,4,4,23
100753,1054,5035,Economy,22.62,Weekday,Not given,20,61
100754,1177,5018,Economy,47.27,Weekday,4,23,56
100755,1340,5003,Shared,36.17,Weekday,Not given,5,57
100756,1475,5009,Economy,45.17,Weekday,4,11,62
100757,1298,5083,Economy,13.52,Weekday,2,24,14
100758,1213,5013,Shared,48.68,Weekend,4,8,54
100759,1463,5018,Economy,22.29,Weekday,5,12,69
100760,1312,5076,SUV,12.73,Weekday,5,15,41
100761,1363,5003,Premium,55.93,Weekend,5,17,64
100762,1109,5046,Economy,11.9,Weekday,Not given,15,57
100763,1199,5058,Shared,18.75,Weekday,5,22,58
100764,1478,5087,Economy,62.16,Weekday,5,24,45
100765,1442,5069,Economy,30.05,Weekday,4,4,16
100766,1363,5084,Economy,14.13,Weekend,5,16,38
100767,1087,5014,SUV,44.68,Weekday,3,14,65
100768,1452,5038,Economy,37.91,Weekday,5,19,54
100769,1393,5085,Economy,45.67,Weekday,2,12,35
100770,1486,5046,Premium,38.5,Weekday,5,5,21
100771,1176,5049,Economy,22.91,Weekday,3,19,60
100772,1455,5089,SUV,21.96,Weekday,Not given,13,74
100773,1296,5049,SUV,9.6,Weekend,Not given,5,22
100774,1054,5009,Shared,43.96,Weekday,Not given,20,11
100775,1262,5036,Premium,43.47,Weekday,1,17,32
100776,1425,5090,Premium,12.49,Weekday,4,4,13
100777,1217,5053,Economy,27.3,Weekday,2,17,24
100778,1315,5068,SUV,10.33,Weekday,5,15,13
100779,1397,5005,Economy,58.01,Weekday,3,13,23
100780,1071,5073,Economy,64.68,Weekday,Not given,21,30
100781,1134,5094,Economy,57.34,Weekday,5,10,21
100782,1339,5036,Economy,24.64,Weekday,5,6,35
100783,1265,5065,Economy,14.31,Weekday,5,15,23
100784,1236,5016,Premium,29.9,Weekday,5,18,61
100785,1445,5092,Economy,33.92,Weekend,5,21,68
100786,1443,5057,Economy,43.29,Weekday,3,3,10
100787,1174,5066,Shared,33.59,Weekday,4,5,59
100788,1349,5065,Shared,62.61,Weekday,4,11,16
100789,1112,5061,Economy,7.09,Weekend,5,18,74
100790,1214,5052,Economy,54.57,Weekday,4,6,16
100791,1491,5011,Shared,21.81,Weekday,4,16,64
100792,1429,5013,SUV,50.98,Weekend,3,15,40
100793,1063,5024,Economy,16.88,Weekday,4,23,22
100794,1424,5062,Economy,63.91,Weekday,5,11,42
100795,1295,5038,Premium,62.72,Weekday,4,24,60
100796,1234,5024,Economy,40.99,Weekend,5,24,10
100797,1439,5006,Economy,43.63,Weekday,1,17,36
100798,1383,5007,SUV,10.92,Weekday,3,4,35
100799,1355,5068,Economy,52.55,Weekday,Not given,3,49
100800,1249,5013,Economy,48.94,Weekend,4,4,19
100801,1252,5013,Economy,61.01,Weekday,4,9,22
100802,1081,5042,Shared,61.65,Weekday,Not given,5,42
100803,1350,5028,Economy,49.62,Weekday,5,9,18
100804,1273,5065,Economy,52.66,Weekday,4,18,36
100805,1038,5055,Economy,10.94,Weekend,5,3,38
100806,1059,5085,SUV,16.81,Weekday,3,17,41
100807,1488,5002,Premium,59.45,Weekday,5,23,71
100808,1362,5013,Economy,33.85,Weekday,5,8,55
100809,1297,5011,Premium,21.17,Weekday,2,3,70
100810,1201,5033,Economy,31.18,Weekend,4,19,66
100811,1073,5018,Economy,9.3,Weekday,5,4,68
100812,1151,5002,Economy,23.02,Weekday,1,11,23
100813,1366,5083,SUV,34.55,Weekday,4,20,67
100814,1427,5007,SUV,60.36,Weekday,3,10,56
100815,1423,5063,Economy,19.6,Weekday,4,3,45
100816,1103,5062,Economy,15.56,Weekday,4,16,72
100817,1174,5098,Economy,38.24,Weekday,1,19,63
100818,1145,5043,Economy,24.61,Weekday,4,17,67
100819,1437,5079,Premium,28.84,Weekday,Not given,19,37
100820,1018,5097,Premium,60.67,Weekday,Not given,22,56
100821,1407,5026,Premium,57.33,Weekday,5,24,24
100822,1016,5079,Economy,50.5,Weekday,Not given,8,59
100823,1147,5099,Economy,8.02,Weekend,4,20,60
100824,1166,5058,Economy,28.73,Weekday,4,13,11
100825,1049,5070,Premium,11.58,Weekday,1,6,18
100826,1387,5092,Economy,41.62,Weekend,Not given,10,35
100827,1131,5035,Economy,41.0,Weekday,5,8,24
100828,1160,5031,Economy,49.69,Weekday,3,19,10
100829,1307,5065,Economy,31.54,Weekday,Not given,7,50
100830,1207,5043,Shared,45.19,Weekend,3,11,16
100831,1327,5048,Premium,29.89,Weekend,3,10,46
100832,1425,5036,Economy,17.87,Weekday,4,9,66
100833,1061,5086,Premium,60.99,Weekday,5,6,51
100834,1191,5052,Premium,10.4,Weekday,4,20,70
100835,1070,5069,Premium,29.39,Weekday,4,22,11
100836,1035,5099,Premium,30.31,Weekday,5,4,33
100837,1224,5013,Economy,52.79,Weekend,2,24,59
100838,1315,5055,Economy,10.39,Weekend,Not given,19,53
100839,1005,5061,Shared,9.25,Weekday,2,17,14
100840,1327,5098,Shared,11.08,Weekday,5,4,50
100841,1405,5054,Economy,59.38,Weekday,Not given,10,26
100842,1019,5077,Premium,54.38,Weekend,5,19,66
100843,1067,5063,SUV,44.28,Weekend,3,13,54
100844,1120,5020,SUV,57.61,Weekday,4,3,13
100845,1280,5068,Economy,61.24,Weekday,Not given,13,39
100846,1216,5034,Economy,32.95,Weekday,Not given,12,51
100847,1046,5024,Economy,11.65,Weekend,Not given,22,65
100848,1230,5013,Shared,13.8,Weekday,3,16,33
100849,1245,5003,Economy,24.16,Weekend,5,21,40
100850,1193,5083,Economy,42.83,Weekday,4,15,32
100851,1263,5041,SUV,26.2,Weekend,3,19,65
100852,1296,5079,Economy,18.16,Weekday,Not given,14,13
100853,1030,5076,Premium,29.43,Weekday,4,17,60
100854,1189,5038,Economy,61.62,Weekend,4,18,35
100855,1418,5031,Premium,43.92,Weekday,Not given,22,20
100856,1372,5058,Economy,24.29,Weekend,3,11,10
100857,1019,5090,Economy,52.55,Weekday,4,23,72
100858,1060,5061,SUV,26.57,Weekday,5,10,47
100859,1065,5076,Economy,19.13,Weekend,4,12,23
100860,1316,5019,Premium,55.7,Weekday,Not given,9,67
100861,1066,5008,Economy,29.73,Weekend,2,17,36
100862,1267,5034,Economy,45.69,Weekend,5,13,13
100863,1215,5016,Economy,26.85,Weekday,Not given,10,31
100864,1323,5022,SUV,16.88,Weekday,Not given,13,74
100865,1039,5057,SUV,15.99,Weekday,5,10,68
100866,1333,5029,Premium,54.61,Weekday,4,16,45
100867,1482,5059,SUV,26.82,Weekday,Not given,17,59
100868,1080,5024,Economy,50.88,Weekend,Not given,13,25
100869,1363,5077,Economy,17.53,Weekday,2,17,20
100870,1392,5064,Shared,59.15,Weekday,1,10,64
100871,1322,5089,Shared,45.01,Weekday,4,19,14
100872,1435,5062,Economy,14.43,Weekend,5,4,54
100873,1366,5085,Premium,46.5,Weekday,Not given,6,11
100874,1054,5096,Economy,13.59,Weekday,4,13,25
100875,1005,5092,Economy,53.91,Weekday,Not given,24,20
100876,1235,5049,Economy,63.29,Weekday,4,23,48
100877,1040,5074,Shared,60.23,Weekday,4,23,50
100878,1258,5033,Economy,58.33,Weekday,5,15,20
100879,1262,5064,Shared,16.66,Weekday,3,11,59
100880,1196,5090,Economy,54.57,Weekday,5,17,22
100881,1477,5022,Economy,8.4,Weekday,4,22,47
100882,1051,5090,Shared,20.86,Weekday,4,13,53
100883,1316,5015,Economy,40.85,Weekday,4,19,21
100884,1003,5090,Economy,24.06,Weekday,4,3,10
100885,1092,5070,Premium,34.29,Weekday,5,3,51
100886,1116,5072,Economy,10.86,Weekday,3,7,58
100887,1015,5023,Economy,11.52,Weekday,5,20,44
100888,1269,5074,Economy,52.93,Weekday,4,21,47
100889,1377,5002,Economy,62.3,Weekday,Not given,7,60
100890,1325,5078,Premium,42.43,Weekday,5,18,34
100891,1344,5069,Economy,18.34,Weekday,5,7,49
100892,1014,5023,Economy,34.91,Weekday,5,24,23
100893,1147,5043,Economy,52.64,Weekday,5,12,28
100894,1485,5012,Premium,13.25,Weekday,2,3,52
100895,1005,5012,SUV,41.28,Weekday,4,9,73
100896,1474,5081,Economy,17.8,Weekday,5,11,67
100897,1151,5021,Premium,51.86,Weekday,5,22,25
100898,1425,5002,Shared,11.17,Weekend,4,5,32
100899,1264,5090,Premium,46.54,Weekday,Not given,24,20
100900,1235,5036,Premium,63.66,Weekday,2,17,37
100901,1259,5089,Economy,20.68,Weekend,5,9,11
100902,1084,5021,Economy,30.41,Weekday,Not given,16,56
100903,1276,5072,Shared,39.05,Weekday,4,10,46
100904,1197,5001,Economy,39.14,Weekday,5,4,31
100905,1364,5033,Economy,34.68,Weekday,2,3,31
100906,1253,5029,Economy,42.61,Weekend,5,5,32
100907,1369,5058,Premium,48.57,Weekday,3,11,29
100908,1090,5099,Economy,52.32,Weekend,2,8,29
100909,1145,5044,Economy,58.27,Weekday,5,23,73
100910,1130,5075,Premium,21.61,Weekday,4,12,33
100911,1244,5092,Premium,10.94,Weekday,4,8,15
100912,1003,5060,Economy,39.0,Weekend,3,20,69
100913,1074,5087,Economy,34.4,Weekday,5,22,21
100914,1102,5026,Shared,22.83,Weekend,4,6,68
100915,1450,5047,Economy,12.18,Weekday,4,21,66
100916,1025,5014,Economy,52.76,Weekday,3,4,34
100917,1085,5058,SUV,17.24,Weekday,5,20,51
100918,1146,5099,Premium,25.45,Weekend,3,17,53
100919,1369,5054,Economy,57.22,Weekday,4,13,49
100920,1374,5040,Economy,54.92,Weekend,2,8,66
100921,1278,5083,SUV,52.22,Weekday,5,12,56
100922,1482,5017,SUV,25.06,Weekday,3,21,27
100923,1234,5071,Economy,28.71,Weekday,4,3,38
100924,1045,5092,Premium,8.67,Weekday,4,14,35
100925,1421,5007,SUV,18.98,Weekend,5,19,29
100926,1295,5057,Economy,60.42,Weekday,5,14,12
100927,1478,5062,Premium,42.45,Weekday,Not given,16,23
100928,1289,5020,Economy,18.26,Weekend,4,16,70
100929,1134,5088,Premium,62.91,Weekday,Not given,10,14
100930,1461,5079,Economy,62.06,Weekend,5,17,60
100931,1276,5090,Shared,37.08,Weekday,5,23,14
100932,1418,5074,Economy,40.1,Weekday,5,3,43
100933,1251,5056,Economy,10.45,Weekday,1,21,42
100934,1333,5092,Shared,30.23,Weekday,5,7,24
100935,1497,5017,SUV,45.74,Weekday,Not given,8,40
100936,1426,5083,Economy,50.83,Weekend,4,15,20
100937,1022,5076,Economy,36.54,Weekday,4,22,67
100938,1149,5080,Economy,19.75,Weekday,Not given,15,16
100939,1311,5024,SUV,63.89,Weekend,4,8,67
100940,1462,5008,Premium,63.12,Weekday,5,23,65
100941,1447,5051,Economy,26.0,Weekend,5,3,69
100942,1228,5020,Premium,16.44,Weekend,4,5,50
100943,1389,5073,Premium,16.74,Weekday,1,20,46
100944,1127,5059,Economy,27.35,Weekday,4,22,16
100945,1437,5031,Premium,11.35,Weekend,4,13,30
100946,1084,5015,Economy,43.75,Weekday,5,10,61
100947,1184,5022,Premium,63.25,Weekday,5,18,14
100948,1382,5083,Economy,46.46,Weekend,5,8,33
100949,1377,5026,Premium,59.14,Weekday,4,21,23
100950,1251,5072,Shared,13.37,Weekend,1,5,50
100951,1106,5065,Economy,25.72,Weekday,Not given,23,74
100952,1104,5061,Premium,28.48,Weekend,1,5,24
100953,1012,5051,Economy,28.9,Weekday,1,7,45
100954,1303,5065,Premium,32.82,Weekday,4,19,60
100955,1168,5097,Premium,59.16,Weekday,4,15,72
100956,1349,5086,Premium,50.84,Weekday,5,3,62
100957,1291,5030,SUV,39.8,Weekend,2,7,31
100958,1055,5076,Shared,58.5,Weekday,4,7,23
100959,1434,5012,Premium,9.48,Weekend,5,6,57
100960,1102,5058,Economy,63.39,Weekend,Not given,20,18
100961,1371,5062,Shared,7.55,Weekend,4,20,16
100962,1012,5080,Premium,10.84,Weekday,4,14,27
100963,1495,5065,Shared,63.13,Weekend,4,14,29
100964,1191,5044,Economy,42.21,Weekend,2,24,47
100965,1012,5087,SUV,20.36,Weekday,4,11,67
100966,1468,5048,Shared,60.19,Weekend,4,6,31
100967,1410,5001,Economy,53.35,Weekday,4,20,57
100968,1161,5064,Shared,28.17,Weekday,Not given,18,53
100969,1041,5087,Economy,23.28,Weekday,3,10,52
100970,1358,5026,Economy,29.24,Weekday,4,7,64
100971,1028,5057,Economy,57.08,Weekday,3,21,66
100972,1287,5068,Economy,10.96,Weekday,5,6,13
100973,1221,5051,Economy,23.0,Weekday,4,11,66
100974,1444,5078,Premium,59.35,Weekend,5,19,55
100975,1114,5099,SUV,54.6,Weekend,4,12,43
100976,1087,5036,Economy,21.53,Weekend,5,5,25
100977,1203,5042,Economy,48.06,Weekend,4,19,56
100978,1018,5053,Economy,10.74,Weekday,5,22,66
100979,1070,5054,Economy,38.07,Weekday,5,19,25
100980,1214,5035,Shared,32.36,Weekday,4,5,17
